anon_ID,assistance_date,assistance_category,amount,unit
2,10/1/2019 11:11,Food Pantry: Food Pantry Poundage,25,Pounds
191,10/1/2019 11:26,Food Pantry: Food Pantry Poundage,25,Pounds
369,10/1/2019 11:30,Food Pantry: Food Pantry Poundage,25,Pounds
56,10/1/2019 11:33,Food Pantry: Food Pantry Poundage,25,Pounds
607,10/1/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
607,10/1/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
33,10/1/2019 14:08,Food Pantry: Food Pantry Poundage,25,Pounds
589,10/1/2019 14:15,Food Pantry: Food Pantry Poundage,25,Pounds
244,10/1/2019 14:28,Food Pantry: Food Pantry Poundage,25,Pounds
318,10/3/2019 10:08,Food Pantry: Food Pantry Poundage,25,Pounds
308,10/3/2019 10:15,Food Pantry: Food Pantry Poundage,25,Pounds
436,10/3/2019 10:24,Food Pantry: Food Pantry Poundage,25,Pounds
588,10/3/2019 10:26,Food Pantry: Food Pantry Poundage,25,Pounds
565,10/3/2019 11:13,Food Pantry: Food Pantry Poundage,25,Pounds
585,10/3/2019 11:14,Food Pantry: Food Pantry Poundage,25,Pounds
406,10/3/2019 11:15,Food Pantry: Food Pantry Poundage,25,Pounds
316,10/3/2019 11:17,Food Pantry: Food Pantry Poundage,25,Pounds
361,10/3/2019 11:18,Food Pantry: Food Pantry Poundage,25,Pounds
361,10/3/2019 11:18,Food Pantry: Food Pantry Poundage,25,Pounds
73,10/3/2019 11:22,Food Pantry: Food Pantry Poundage,25,Pounds
433,10/3/2019 11:23,Food Pantry: Food Pantry Poundage,25,Pounds
160,10/3/2019 11:24,Food Pantry: Food Pantry Poundage,25,Pounds
222,10/3/2019 11:37,Food Pantry: Food Pantry Poundage,25,Pounds
72,10/3/2019 14:00,Food Pantry: Food Pantry Poundage,25,Pounds
335,10/3/2019 14:10,Food Pantry: Food Pantry Poundage,25,Pounds
304,10/3/2019 14:11,Food Pantry: Food Pantry Poundage,25,Pounds
609,10/3/2019 14:14,Food Pantry: Food Pantry Poundage,25,Pounds
524,10/3/2019 14:28,Food Pantry: Food Pantry Poundage,25,Pounds
403,10/8/2019 10:12,Food Pantry: Food Pantry Poundage,25,Pounds
330,10/8/2019 10:13,Food Pantry: Food Pantry Poundage,25,Pounds
502,10/8/2019 10:13,Food Pantry: Food Pantry Poundage,25,Pounds
26,10/8/2019 10:14,Food Pantry: Food Pantry Poundage,25,Pounds
529,10/8/2019 10:17,Food Pantry: Food Pantry Poundage,25,Pounds
309,10/8/2019 10:20,Food Pantry: Food Pantry Poundage,25,Pounds
273,10/8/2019 10:45,Food Pantry: Food Pantry Poundage,25,Pounds
456,10/8/2019 10:50,Food Pantry: Food Pantry Poundage,25,Pounds
257,10/8/2019 10:50,Food Pantry: Food Pantry Poundage,25,Pounds
533,10/8/2019 10:53,Food Pantry: Food Pantry Poundage,25,Pounds
106,10/8/2019 11:12,Food Pantry: Food Pantry Poundage,25,Pounds
553,10/8/2019 11:13,Food Pantry: Food Pantry Poundage,25,Pounds
296,10/8/2019 11:36,Food Pantry: Food Pantry Poundage,25,Pounds
44,10/8/2019 14:10,Food Pantry: Food Pantry Poundage,25,Pounds
67,10/8/2019 14:15,Food Pantry: Food Pantry Poundage,25,Pounds
500,10/8/2019 14:29,Food Pantry: Food Pantry Poundage,25,Pounds
383,10/8/2019 14:38,Food Pantry: Food Pantry Poundage,25,Pounds
590,10/8/2019 15:14,Food Pantry: Food Pantry Poundage,25,Pounds
77,10/8/2019 15:18,Food Pantry: Food Pantry Poundage,25,Pounds
29,10/8/2019 15:42,Food Pantry: Food Pantry Poundage,25,Pounds
178,10/10/2019 10:20,Food Pantry: Food Pantry Poundage,25,Pounds
102,10/10/2019 10:21,Food Pantry: Food Pantry Poundage,25,Pounds
320,10/10/2019 10:22,Food Pantry: Food Pantry Poundage,25,Pounds
418,10/10/2019 10:30,Food Pantry: Food Pantry Poundage,25,Pounds
586,10/10/2019 10:43,Food Pantry: Food Pantry Poundage,25,Pounds
117,10/10/2019 10:46,Food Pantry: Food Pantry Poundage,25,Pounds
151,10/10/2019 10:47,Food Pantry: Food Pantry Poundage,25,Pounds
341,10/10/2019 10:51,Food Pantry: Food Pantry Poundage,25,Pounds
91,10/10/2019 11:06,Food Pantry: Food Pantry Poundage,25,Pounds
175,10/10/2019 11:26,Food Pantry: Food Pantry Poundage,25,Pounds
559,10/10/2019 14:17,Food Pantry: Food Pantry Poundage,25,Pounds
417,10/10/2019 14:18,Food Pantry: Food Pantry Poundage,25,Pounds
15,10/10/2019 14:24,Food Pantry: Food Pantry Poundage,25,Pounds
15,10/10/2019 14:24,Food Pantry: Food Pantry Poundage,25,Pounds
622,10/10/2019 14:25,Food Pantry: Food Pantry Poundage,25,Pounds
89,10/10/2019 15:11,Food Pantry: Food Pantry Poundage,25,Pounds
5,10/10/2019 15:36,Food Pantry: Food Pantry Poundage,25,Pounds
186,10/10/2019 15:43,Food Pantry: Food Pantry Poundage,25,Pounds
376,10/15/2019 10:11,Food Pantry: Food Pantry Poundage,25,Pounds
145,10/15/2019 10:12,Food Pantry: Food Pantry Poundage,25,Pounds
171,10/15/2019 10:13,Food Pantry: Food Pantry Poundage,25,Pounds
39,10/15/2019 10:15,Food Pantry: Food Pantry Poundage,25,Pounds
33,10/15/2019 10:21,Food Pantry: Food Pantry Poundage,25,Pounds
544,10/15/2019 10:22,Food Pantry: Food Pantry Poundage,25,Pounds
284,10/15/2019 10:24,Food Pantry: Food Pantry Poundage,25,Pounds
11,10/15/2019 10:25,Food Pantry: Food Pantry Poundage,25,Pounds
210,10/15/2019 10:26,Food Pantry: Food Pantry Poundage,25,Pounds
51,10/15/2019 10:27,Food Pantry: Food Pantry Poundage,25,Pounds
185,10/15/2019 10:28,Food Pantry: Food Pantry Poundage,25,Pounds
478,10/15/2019 11:00,Food Pantry: Food Pantry Poundage,25,Pounds
46,10/15/2019 11:01,Food Pantry: Food Pantry Poundage,25,Pounds
227,10/15/2019 11:01,Food Pantry: Food Pantry Poundage,25,Pounds
27,10/15/2019 11:02,Food Pantry: Food Pantry Poundage,25,Pounds
191,10/15/2019 11:15,Food Pantry: Food Pantry Poundage,25,Pounds
55,10/15/2019 14:04,Food Pantry: Food Pantry Poundage,25,Pounds
317,10/15/2019 14:06,Food Pantry: Food Pantry Poundage,25,Pounds
516,10/15/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
369,10/15/2019 14:10,Food Pantry: Food Pantry Poundage,25,Pounds
440,10/15/2019 14:24,Food Pantry: Food Pantry Poundage,25,Pounds
613,10/15/2019 14:25,Food Pantry: Food Pantry Poundage,25,Pounds
45,10/15/2019 15:04,Food Pantry: Food Pantry Poundage,25,Pounds
35,10/15/2019 15:16,Food Pantry: Food Pantry Poundage,25,Pounds
293,10/15/2019 15:17,Food Pantry: Food Pantry Poundage,25,Pounds
531,10/15/2019 15:29,Food Pantry: Food Pantry Poundage,25,Pounds
162,10/15/2019 15:35,Food Pantry: Food Pantry Poundage,25,Pounds
436,10/17/2019 10:09,Food Pantry: Food Pantry Poundage,25,Pounds
160,10/17/2019 10:12,Food Pantry: Food Pantry Poundage,25,Pounds
433,10/17/2019 10:13,Food Pantry: Food Pantry Poundage,25,Pounds
589,10/17/2019 10:13,Food Pantry: Food Pantry Poundage,25,Pounds
308,10/17/2019 10:17,Food Pantry: Food Pantry Poundage,25,Pounds
318,10/17/2019 10:19,Food Pantry: Food Pantry Poundage,25,Pounds
565,10/17/2019 10:41,Food Pantry: Food Pantry Poundage,25,Pounds
263,10/17/2019 11:27,Food Pantry: Food Pantry Poundage,25,Pounds
72,10/17/2019 14:05,Food Pantry: Food Pantry Poundage,25,Pounds
588,10/17/2019 14:13,Food Pantry: Food Pantry Poundage,25,Pounds
251,10/17/2019 14:14,Food Pantry: Food Pantry Poundage,25,Pounds
347,10/17/2019 14:27,Food Pantry: Food Pantry Poundage,25,Pounds
232,10/17/2019 15:02,Food Pantry: Food Pantry Poundage,25,Pounds
505,10/17/2019 15:06,Food Pantry: Food Pantry Poundage,25,Pounds
122,10/17/2019 15:17,Food Pantry: Food Pantry Poundage,25,Pounds
304,10/17/2019 15:18,Food Pantry: Food Pantry Poundage,25,Pounds
564,10/18/2019 15:20,Food Pantry: Food Pantry Poundage,25,Pounds
201,10/18/2019 15:25,Food Pantry: Food Pantry Poundage,25,Pounds
403,10/22/2019 10:02,Food Pantry: Food Pantry Poundage,25,Pounds
26,10/22/2019 10:03,Food Pantry: Food Pantry Poundage,25,Pounds
191,10/22/2019 10:04,Food Pantry: Food Pantry Poundage,25,Pounds
502,10/22/2019 10:05,Food Pantry: Food Pantry Poundage,25,Pounds
529,10/22/2019 10:06,Food Pantry: Food Pantry Poundage,25,Pounds
475,10/22/2019 10:09,Food Pantry: Food Pantry Poundage,25,Pounds
330,10/22/2019 10:14,Food Pantry: Food Pantry Poundage,25,Pounds
625,10/22/2019 10:20,Food Pantry: Food Pantry Poundage,25,Pounds
50,10/22/2019 10:32,Food Pantry: Food Pantry Poundage,25,Pounds
273,10/22/2019 10:46,Food Pantry: Food Pantry Poundage,25,Pounds
456,10/22/2019 10:48,Food Pantry: Food Pantry Poundage,25,Pounds
257,10/22/2019 10:49,Food Pantry: Food Pantry Poundage,25,Pounds
34,10/22/2019 14:13,Food Pantry: Food Pantry Poundage,25,Pounds
67,10/22/2019 14:14,Food Pantry: Food Pantry Poundage,25,Pounds
296,10/22/2019 14:15,Food Pantry: Food Pantry Poundage,25,Pounds
337,10/22/2019 14:30,Food Pantry: Food Pantry Poundage,25,Pounds
500,10/22/2019 14:45,Food Pantry: Food Pantry Poundage,25,Pounds
29,10/22/2019 14:48,Food Pantry: Food Pantry Poundage,25,Pounds
109,10/22/2019 14:48,Food Pantry: Food Pantry Poundage,25,Pounds
515,10/22/2019 15:19,Food Pantry: Food Pantry Poundage,25,Pounds
111,10/22/2019 15:32,Food Pantry: Food Pantry Poundage,25,Pounds
102,10/24/2019 10:04,Food Pantry: Food Pantry Poundage,25,Pounds
178,10/24/2019 10:05,Food Pantry: Food Pantry Poundage,25,Pounds
335,10/24/2019 10:05,Food Pantry: Food Pantry Poundage,25,Pounds
395,10/24/2019 10:08,Food Pantry: Food Pantry Poundage,25,Pounds
356,10/24/2019 10:09,Food Pantry: Food Pantry Poundage,25,Pounds
382,10/24/2019 10:11,Food Pantry: Food Pantry Poundage,25,Pounds
586,10/24/2019 10:26,Food Pantry: Food Pantry Poundage,25,Pounds
568,10/24/2019 10:27,Food Pantry: Food Pantry Poundage,25,Pounds
94,10/24/2019 10:30,Food Pantry: Food Pantry Poundage,25,Pounds
517,10/24/2019 10:47,Food Pantry: Food Pantry Poundage,25,Pounds
341,10/24/2019 11:18,Food Pantry: Food Pantry Poundage,25,Pounds
222,10/24/2019 11:22,Food Pantry: Food Pantry Poundage,25,Pounds
207,10/24/2019 11:32,Food Pantry: Food Pantry Poundage,25,Pounds
52,10/24/2019 11:36,Food Pantry: Food Pantry Poundage,25,Pounds
244,10/24/2019 14:33,Food Pantry: Food Pantry Poundage,25,Pounds
417,10/24/2019 14:44,Food Pantry: Food Pantry Poundage,25,Pounds
559,10/24/2019 14:45,Food Pantry: Food Pantry Poundage,25,Pounds
376,10/29/2019 10:08,Food Pantry: Food Pantry Poundage,25,Pounds
544,10/29/2019 10:13,Food Pantry: Food Pantry Poundage,25,Pounds
46,10/29/2019 10:14,Food Pantry: Food Pantry Poundage,25,Pounds
145,10/29/2019 10:15,Food Pantry: Food Pantry Poundage,25,Pounds
322,10/29/2019 10:17,Food Pantry: Food Pantry Poundage,25,Pounds
309,10/29/2019 10:19,Food Pantry: Food Pantry Poundage,25,Pounds
284,10/29/2019 10:20,Food Pantry: Food Pantry Poundage,25,Pounds
319,10/29/2019 10:21,Food Pantry: Food Pantry Poundage,25,Pounds
51,10/29/2019 10:30,Food Pantry: Food Pantry Poundage,25,Pounds
248,10/29/2019 10:31,Food Pantry: Food Pantry Poundage,25,Pounds
314,10/29/2019 10:32,Food Pantry: Food Pantry Poundage,25,Pounds
106,10/29/2019 11:27,Food Pantry: Food Pantry Poundage,25,Pounds
553,10/29/2019 11:29,Food Pantry: Food Pantry Poundage,25,Pounds
77,10/29/2019 11:46,Food Pantry: Food Pantry Poundage,25,Pounds
55,10/29/2019 14:14,Food Pantry: Food Pantry Poundage,25,Pounds
317,10/29/2019 14:14,Food Pantry: Food Pantry Poundage,25,Pounds
461,10/29/2019 14:15,Food Pantry: Food Pantry Poundage,25,Pounds
525,10/29/2019 14:17,Food Pantry: Food Pantry Poundage,25,Pounds
44,10/29/2019 14:26,Food Pantry: Food Pantry Poundage,25,Pounds
611,10/29/2019 14:30,Food Pantry: Food Pantry Poundage,25,Pounds
391,10/29/2019 14:38,Food Pantry: Food Pantry Poundage,25,Pounds
367,10/29/2019 15:03,Food Pantry: Food Pantry Poundage,25,Pounds
451,10/29/2019 15:24,Food Pantry: Food Pantry Poundage,25,Pounds
138,10/29/2019 15:25,Food Pantry: Food Pantry Poundage,25,Pounds
186,10/29/2019 15:28,Food Pantry: Food Pantry Poundage,25,Pounds
129,10/29/2019 15:47,Food Pantry: Food Pantry Poundage,25,Pounds
117,10/31/2019 10:05,Food Pantry: Food Pantry Poundage,25,Pounds
318,10/31/2019 10:08,Food Pantry: Food Pantry Poundage,25,Pounds
11,10/31/2019 10:10,Food Pantry: Food Pantry Poundage,25,Pounds
436,10/31/2019 10:11,Food Pantry: Food Pantry Poundage,25,Pounds
168,10/31/2019 10:12,Food Pantry: Food Pantry Poundage,25,Pounds
86,10/31/2019 10:52,Food Pantry: Food Pantry Poundage,25,Pounds
316,10/31/2019 11:05,Food Pantry: Food Pantry Poundage,25,Pounds
607,10/31/2019 14:04,Food Pantry: Food Pantry Poundage,25,Pounds
607,10/31/2019 14:04,Food Pantry: Food Pantry Poundage,25,Pounds
449,10/31/2019 14:06,Food Pantry: Food Pantry Poundage,25,Pounds
304,10/31/2019 14:08,Food Pantry: Food Pantry Poundage,25,Pounds
308,10/31/2019 14:41,Food Pantry: Food Pantry Poundage,25,Pounds
433,10/31/2019 14:41,Food Pantry: Food Pantry Poundage,25,Pounds
17,10/31/2019 14:43,Food Pantry: Food Pantry Poundage,25,Pounds
516,10/31/2019 14:44,Food Pantry: Food Pantry Poundage,25,Pounds
369,10/31/2019 14:45,Food Pantry: Food Pantry Poundage,25,Pounds
163,10/31/2019 14:46,Food Pantry: Food Pantry Poundage,25,Pounds
160,10/31/2019 14:50,Food Pantry: Food Pantry Poundage,25,Pounds
27,10/31/2019 14:53,Food Pantry: Food Pantry Poundage,25,Pounds
533,10/31/2019 15:28,Food Pantry: Food Pantry Poundage,25,Pounds
293,10/31/2019 15:29,Food Pantry: Food Pantry Poundage,25,Pounds
97,10/31/2019 15:36,Food Pantry: Food Pantry Poundage,25,Pounds
403,11/5/2019 10:02,Food Pantry: Food Pantry Poundage,25,Pounds
502,11/5/2019 10:04,Food Pantry: Food Pantry Poundage,25,Pounds
625,11/5/2019 10:06,Food Pantry: Food Pantry Poundage,25,Pounds
487,11/5/2019 10:09,Food Pantry: Food Pantry Poundage,25,Pounds
330,11/5/2019 10:11,Food Pantry: Food Pantry Poundage,25,Pounds
185,11/5/2019 10:13,Food Pantry: Food Pantry Poundage,25,Pounds
356,11/5/2019 10:14,Food Pantry: Food Pantry Poundage,25,Pounds
177,11/5/2019 10:17,Food Pantry: Food Pantry Poundage,25,Pounds
578,11/5/2019 10:34,Food Pantry: Food Pantry Poundage,25,Pounds
314,11/5/2019 10:35,Food Pantry: Food Pantry Poundage,25,Pounds
456,11/5/2019 10:40,Food Pantry: Food Pantry Poundage,25,Pounds
273,11/5/2019 10:45,Food Pantry: Food Pantry Poundage,25,Pounds
257,11/5/2019 10:47,Food Pantry: Food Pantry Poundage,25,Pounds
26,11/5/2019 10:49,Food Pantry: Food Pantry Poundage,25,Pounds
358,11/5/2019 10:50,Food Pantry: Food Pantry Poundage,25,Pounds
210,11/5/2019 11:22,Food Pantry: Food Pantry Poundage,25,Pounds
191,11/5/2019 14:05,Food Pantry: Food Pantry Poundage,25,Pounds
500,11/5/2019 14:06,Food Pantry: Food Pantry Poundage,25,Pounds
576,11/5/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
590,11/5/2019 14:08,Food Pantry: Food Pantry Poundage,25,Pounds
589,11/5/2019 14:09,Food Pantry: Food Pantry Poundage,25,Pounds
15,11/5/2019 14:10,Food Pantry: Food Pantry Poundage,25,Pounds
15,11/5/2019 14:10,Food Pantry: Food Pantry Poundage,25,Pounds
91,11/5/2019 14:12,Food Pantry: Food Pantry Poundage,25,Pounds
122,11/5/2019 14:14,Food Pantry: Food Pantry Poundage,25,Pounds
635,11/5/2019 14:22,Food Pantry: Food Pantry Poundage,25,Pounds
29,11/5/2019 14:32,Food Pantry: Food Pantry Poundage,25,Pounds
5,11/5/2019 14:53,Food Pantry: Food Pantry Poundage,25,Pounds
252,11/5/2019 15:11,Food Pantry: Food Pantry Poundage,25,Pounds
102,11/7/2019 10:14,Food Pantry: Food Pantry Poundage,25,Pounds
178,11/7/2019 10:15,Food Pantry: Food Pantry Poundage,25,Pounds
395,11/7/2019 10:27,Food Pantry: Food Pantry Poundage,25,Pounds
335,11/7/2019 10:29,Food Pantry: Food Pantry Poundage,25,Pounds
586,11/7/2019 10:49,Food Pantry: Food Pantry Poundage,25,Pounds
586,11/7/2019 10:50,Food Pantry: Food Pantry Poundage,25,Pounds
222,11/7/2019 11:07,Food Pantry: Food Pantry Poundage,25,Pounds
175,11/7/2019 11:58,Food Pantry: Food Pantry Poundage,25,Pounds
2,11/7/2019 12:00,Food Pantry: Food Pantry Poundage,25,Pounds
94,11/7/2019 12:01,Food Pantry: Food Pantry Poundage,25,Pounds
561,11/7/2019 14:04,Food Pantry: Food Pantry Poundage,25,Pounds
417,11/7/2019 14:32,Food Pantry: Food Pantry Poundage,25,Pounds
559,11/7/2019 14:33,Food Pantry: Food Pantry Poundage,25,Pounds
296,11/7/2019 14:55,Food Pantry: Food Pantry Poundage,25,Pounds
376,11/12/2019 10:10,Food Pantry: Food Pantry Poundage,25,Pounds
322,11/12/2019 10:14,Food Pantry: Food Pantry Poundage,25,Pounds
544,11/12/2019 10:15,Food Pantry: Food Pantry Poundage,25,Pounds
46,11/12/2019 10:33,Food Pantry: Food Pantry Poundage,25,Pounds
450,11/12/2019 10:34,Food Pantry: Food Pantry Poundage,25,Pounds
478,11/12/2019 10:36,Food Pantry: Food Pantry Poundage,25,Pounds
284,11/12/2019 10:42,Food Pantry: Food Pantry Poundage,25,Pounds
160,11/12/2019 10:43,Food Pantry: Food Pantry Poundage,25,Pounds
51,11/12/2019 10:45,Food Pantry: Food Pantry Poundage,25,Pounds
625,11/12/2019 10:46,Food Pantry: Food Pantry Poundage,25,Pounds
314,11/12/2019 10:47,Food Pantry: Food Pantry Poundage,25,Pounds
104,11/12/2019 10:48,Food Pantry: Food Pantry Poundage,25,Pounds
337,11/12/2019 10:50,Food Pantry: Food Pantry Poundage,25,Pounds
560,11/12/2019 10:51,Food Pantry: Food Pantry Poundage,25,Pounds
106,11/12/2019 11:07,Food Pantry: Food Pantry Poundage,25,Pounds
553,11/12/2019 11:15,Food Pantry: Food Pantry Poundage,25,Pounds
35,11/12/2019 11:16,Food Pantry: Food Pantry Poundage,25,Pounds
607,11/12/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
607,11/12/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
109,11/12/2019 14:10,Food Pantry: Food Pantry Poundage,25,Pounds
162,11/12/2019 14:11,Food Pantry: Food Pantry Poundage,25,Pounds
186,11/12/2019 14:21,Food Pantry: Food Pantry Poundage,25,Pounds
461,11/12/2019 14:46,Food Pantry: Food Pantry Poundage,25,Pounds
27,11/12/2019 14:54,Food Pantry: Food Pantry Poundage,25,Pounds
433,11/12/2019 15:15,Food Pantry: Food Pantry Poundage,25,Pounds
233,11/12/2019 15:39,Food Pantry: Food Pantry Poundage,25,Pounds
145,11/14/2019 10:08,Food Pantry: Food Pantry Poundage,25,Pounds
39,11/14/2019 10:09,Food Pantry: Food Pantry Poundage,25,Pounds
436,11/14/2019 10:10,Food Pantry: Food Pantry Poundage,25,Pounds
588,11/14/2019 10:10,Food Pantry: Food Pantry Poundage,25,Pounds
418,11/14/2019 10:49,Food Pantry: Food Pantry Poundage,25,Pounds
322,11/14/2019 10:50,Food Pantry: Food Pantry Poundage,25,Pounds
66,11/14/2019 11:10,Food Pantry: Food Pantry Poundage,25,Pounds
600,11/14/2019 11:11,Food Pantry: Food Pantry Poundage,25,Pounds
77,11/14/2019 11:25,Food Pantry: Food Pantry Poundage,25,Pounds
77,11/14/2019 11:30,Food Pantry: Holiday Baskets,30,Pounds
72,11/14/2019 14:00,Food Pantry: Food Pantry Poundage,25,Pounds
449,11/14/2019 14:00,Food Pantry: Food Pantry Poundage,25,Pounds
192,11/14/2019 14:06,Food Pantry: Food Pantry Poundage,25,Pounds
361,11/14/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
361,11/14/2019 14:07,Food Pantry: Food Pantry Poundage,25,Pounds
308,11/14/2019 14:31,Food Pantry: Food Pantry Poundage,25,Pounds
316,11/14/2019 14:39,Food Pantry: Food Pantry Poundage,25,Pounds
367,11/14/2019 14:40,Food Pantry: Food Pantry Poundage,25,Pounds
516,11/14/2019 14:41,Food Pantry: Food Pantry Poundage,25,Pounds
45,11/14/2019 15:03,Food Pantry: Food Pantry Poundage,25,Pounds
515,11/14/2019 15:04,Food Pantry: Food Pantry Poundage,25,Pounds
170,11/14/2019 16:10,Food Pantry: Holiday Baskets,30,Pounds
607,11/14/2019 16:10,Food Pantry: Holiday Baskets,30,Pounds
607,11/14/2019 16:10,Food Pantry: Holiday Baskets,30,Pounds
119,11/14/2019 16:15,Food Pantry: Holiday Baskets,30,Pounds
375,11/14/2019 16:15,Food Pantry: Holiday Baskets,30,Pounds
639,11/14/2019 16:15,Food Pantry: Holiday Baskets,30,Pounds
500,11/14/2019 16:15,Food Pantry: Holiday Baskets,30,Pounds
142,11/14/2019 16:20,Food Pantry: Holiday Baskets,30,Pounds
50,11/14/2019 16:20,Food Pantry: Holiday Baskets,30,Pounds
251,11/14/2019 16:20,Food Pantry: Holiday Baskets,30,Pounds
199,11/15/2019 9:30,Food Pantry: Holiday Baskets,30,Pounds
451,11/15/2019 11:15,Food Pantry: Holiday Baskets,30,Pounds
599,11/15/2019 11:15,Food Pantry: Holiday Baskets,30,Pounds
562,11/15/2019 11:20,Food Pantry: Holiday Baskets,30,Pounds
244,11/15/2019 11:25,Food Pantry: Holiday Baskets,30,Pounds
418,11/15/2019 11:25,Food Pantry: Holiday Baskets,30,Pounds
568,11/15/2019 11:35,Food Pantry: Holiday Baskets,30,Pounds
97,11/15/2019 11:40,Food Pantry: Holiday Baskets,30,Pounds
153,11/15/2019 11:40,Food Pantry: Holiday Baskets,30,Pounds
15,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
15,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
578,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
168,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
210,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
436,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
609,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
588,11/15/2019 16:00,Food Pantry: Holiday Baskets,30,Pounds
308,11/15/2019 16:10,Food Pantry: Holiday Baskets,30,Pounds
101,11/15/2019 16:15,Food Pantry: Holiday Baskets,30,Pounds
604,11/15/2019 16:20,Food Pantry: Holiday Baskets,30,Pounds
51,11/15/2019 16:20,Food Pantry: Holiday Baskets,30,Pounds
237,11/15/2019 16:20,Food Pantry: Holiday Baskets,30,Pounds
284,11/15/2019 16:25,Food Pantry: Holiday Baskets,30,Pounds
582,11/15/2019 16:25,Food Pantry: Holiday Baskets,30,Pounds
33,11/15/2019 16:25,Food Pantry: Holiday Baskets,30,Pounds
346,11/15/2019 16:25,Food Pantry: Holiday Baskets,30,Pounds
505,11/15/2019 16:25,Food Pantry: Holiday Baskets,30,Pounds
143,11/15/2019 16:30,Food Pantry: Holiday Baskets,30,Pounds
139,11/15/2019 16:30,Food Pantry: Holiday Baskets,30,Pounds
139,11/15/2019 16:30,Food Pantry: Holiday Baskets,30,Pounds
551,11/15/2019 16:30,Food Pantry: Holiday Baskets,30,Pounds
508,11/15/2019 16:30,Food Pantry: Holiday Baskets,30,Pounds
475,11/15/2019 16:35,Food Pantry: Holiday Baskets,30,Pounds
66,11/15/2019 16:35,Food Pantry: Holiday Baskets,30,Pounds
72,11/15/2019 16:35,Food Pantry: Holiday Baskets,30,Pounds
340,11/15/2019 16:40,Food Pantry: Holiday Baskets,30,Pounds
476,11/15/2019 16:40,Food Pantry: Holiday Baskets,30,Pounds
476,11/15/2019 16:40,Food Pantry: Holiday Baskets,30,Pounds
125,11/15/2019 16:40,Food Pantry: Holiday Baskets,30,Pounds
516,11/15/2019 16:40,Food Pantry: Holiday Baskets,30,Pounds
440,11/15/2019 16:40,Food Pantry: Holiday Baskets,30,Pounds
335,11/15/2019 16:45,Food Pantry: Holiday Baskets,30,Pounds
46,11/15/2019 16:45,Food Pantry: Holiday Baskets,30,Pounds
502,11/15/2019 16:45,Food Pantry: Holiday Baskets,30,Pounds
316,11/15/2019 16:50,Food Pantry: Holiday Baskets,30,Pounds
382,11/15/2019 16:55,Food Pantry: Holiday Baskets,30,Pounds
634,11/15/2019 16:55,Food Pantry: Holiday Baskets,30,Pounds
317,11/15/2019 16:55,Food Pantry: Holiday Baskets,30,Pounds
189,11/15/2019 17:00,Food Pantry: Holiday Baskets,30,Pounds
593,11/15/2019 17:00,Food Pantry: Holiday Baskets,30,Pounds
320,11/15/2019 17:00,Food Pantry: Holiday Baskets,30,Pounds
569,11/16/2019 10:40,Food Pantry: Holiday Baskets,30,Pounds
232,11/16/2019 10:45,Food Pantry: Holiday Baskets,30,Pounds
561,11/16/2019 10:55,Food Pantry: Holiday Baskets,30,Pounds
117,11/19/2019 10:03,Food Pantry: Food Pantry Poundage,25,Pounds
403,11/19/2019 10:03,Food Pantry: Food Pantry Poundage,25,Pounds
330,11/19/2019 10:04,Food Pantry: Food Pantry Poundage,25,Pounds
185,11/19/2019 10:05,Food Pantry: Food Pantry Poundage,25,Pounds
309,11/19/2019 10:07,Food Pantry: Food Pantry Poundage,25,Pounds
248,11/19/2019 10:08,Food Pantry: Food Pantry Poundage,25,Pounds
44,11/19/2019 10:11,Food Pantry: Food Pantry Poundage,25,Pounds
529,11/19/2019 10:15,Food Pantry: Food Pantry Poundage,25,Pounds
561,11/19/2019 10:16,Food Pantry: Food Pantry Poundage,25,Pounds
356,11/19/2019 10:16,Food Pantry: Food Pantry Poundage,25,Pounds
505,11/19/2019 10:17,Food Pantry: Food Pantry Poundage,25,Pounds
475,11/19/2019 10:37,Food Pantry: Food Pantry Poundage,25,Pounds
475,11/19/2019 10:37,Food Pantry: Food Pantry Poundage,25,Pounds
635,11/19/2019 10:38,Food Pantry: Food Pantry Poundage,25,Pounds
273,11/19/2019 10:39,Food Pantry: Food Pantry Poundage,25,Pounds
257,11/19/2019 10:43,Food Pantry: Food Pantry Poundage,25,Pounds
406,11/19/2019 10:45,Food Pantry: Food Pantry Poundage,25,Pounds
456,11/19/2019 10:45,Food Pantry: Food Pantry Poundage,25,Pounds
560,11/19/2019 10:48,Food Pantry: Food Pantry Poundage,25,Pounds
322,11/19/2019 10:54,Food Pantry: Food Pantry Poundage,25,Pounds
